"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
02000,Alaska,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),106.228,107.289,103.817,105.107,103.550,102.644,103.412,104.430,105.048,104.947,104.514,102.820,100.789,104.439
02000,Alaska,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.200,100.918,99.402,103.183,103.550,104.034,106.397,107.683,109.406,111.300,113.207,113.033,112.022,120.753
02000,Alaska,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
02000,Alaska,15,"  Total employment (number of jobs)",382166,381307,389734,394565,402187,405621,413864,421419,431320,439825,443538,442447,443904,450364,459222,461110,461327,461649,457120,455499,454830,454785,430824,441257
04000,Arizona,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,1,"  Real GDP (millions of chained 2012 dollars) 1/",183060.5,198699.9,208439.5,213166.2,220696.7,234065.9,244317.3,262326.0,274179.4,283250.7,280810.1,257498.5,260307.1,266101.5,271440.0,273481.9,276948.9,282577.0,291275.2,303606.1,314827.5,325395.3,327178.0,347656.0
04000,Arizona,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),231774.7,218472.1,225397.5,233946.5,241983.9,243833.1,255373.4,268726.0,274244.5,289284.0,300700.1,316996.3,341318.5,362113.5
04000,Arizona,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),203225.2,195775.7,203890.8,208613.8,213104.3,215761.2,224210.8,232655.5,237126.1,249233.4,258796.1,267067.3,261631.1,291985.0
04000,Arizona,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,4,"  Gross domestic product (GDP)",143302.6,155755.8,165110.7,171909.6,180522.3,193634.9,206541.1,227915.9,245957.0,261392.0,262926.0,246424.3,251153.0,260915.7,271440.0,278591.6,287666.6,299393.3,313081.4,332001.8,351879.5,372393.5,382072.3,420026.7
04000,Arizona,5,"  Personal income",118042.9,125393.5,136175.1,142423.5,147602.2,156458.3,170821.6,188762.0,209228.7,221244.8,224508.3,212646.0,216873.6,227700.1,237809.1,243752.3,257272.3,270815.5,282085.1,299249.2,316896.3,340259.8,375601.3,403739.3
04000,Arizona,6,"  Disposable personal income",103473.8,109795.4,118938.9,125146.3,132744.0,141878.3,154690.5,168775.2,186406.2,197291.1,202211.4,196318.2,199465.2,206625.0,216243.5,219881.6,232184.1,242884.4,253015.4,268633.7,285095.1,305173.1,339835.8,360575.9
04000,Arizona,7,"  Personal consumption expenditures",103672.5,111782.8,121307.4,127156.3,133548.3,142735.1,155232.9,169864.4,184147.5,194613.9,197047.5,190809.0,196465.9,203335.5,209724.4,215979.0,226189.9,234868.8,244414.7,258453.2,273358.7,287272.8,288818.8,326526.6
04000,Arizona,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36905,34442,35207,36290,37186,37151,38470,40023,40321,42048,43142,44834,47551,49766
04000,Arizona,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32359,30864,31848,32361,32748,32874,33776,34651,34863,36227,37130,37772,36449,40128
04000,Arizona,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,10,"  Per capita personal income 6/",24173,24960,26388,27008,27353,28393,30221,32327,34703,35872,35748,33524,33876,35321,36545,37139,38756,40334,41473,43497,45466,48124,52327,55487
04000,Arizona,11,"  Per capita disposable personal income 7/",21189,21855,23048,23731,24599,25748,27367,28904,30918,31988,32197,30950,31157,32052,33231,33502,34977,36174,37199,39047,40904,43161,47344,49555
04000,Arizona,12,"  Per capita personal consumption expenditures (PCE) 8/",21230,22251,23507,24112,24748,25903,27463,29091,30543,31554,31375,30081,30688,31542,32229,32907,34074,34980,35935,37567,39220,40630,40237,44875
04000,Arizona,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),102.793,103.615,100.639,99.287,98.414,98.764,98.052,97.901,98.968,97.780,97.517,97.847,99.323,96.721
04000,Arizona,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),96.960,97.463,96.358,97.470,98.414,100.101,100.883,100.951,103.074,103.699,105.627,107.566,110.392,111.830
04000,Arizona,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
04000,Arizona,15,"  Total employment (number of jobs)",2616288,2695892,2801510,2829002,2847095,2917121,3041476,3219820,3375218,3465075,3402808,3228493,3181571,3239045,3295537,3371219,3448173,3547627,3644774,3740756,3854674,3929985,3920036,4055932
05000,Arkansas,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,1,"  Real GDP (millions of chained 2012 dollars) 1/",84570.8,89115.2,89871.7,89789.0,92950.5,96944.5,101733.6,105980.0,108460.6,107606.1,106536.5,102996.6,105662.0,107932.5,108492.1,110752.4,111734.5,112351.0,112798.1,113850.2,115885.2,117126.2,117268.2,123347.3
05000,Arkansas,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),110733.8,110960.1,110504.6,113831.2,119990.0,118709.1,124218.9,128392.7,130467.1,134179.6,137986.9,138377.8,145094.2,148568.7
05000,Arkansas,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89781.0,90924.3,90722.8,91681.6,92789.1,93304.1,95551.4,98626.6,100875.9,104587.2,107664.2,108010.5,106700.2,114240.3
05000,Arkansas,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,4,"  Gross domestic product (GDP)",62396.7,66811.3,68678.5,70616.7,74113.9,78695.1,85199.6,90887.7,95875.1,98381.6,99706.8,97508.1,101486.5,105768.1,108492.1,113227.3,116139.4,117786.8,119152.4,122466.7,127535.7,131578.3,133969.1,148676.1
05000,Arkansas,5,"  Personal income",55698.4,57999.1,61021.0,64255.3,65770.4,69742.3,74404.8,78500.7,83572.4,89170.5,92864.7,91170.8,94576.1,100739.2,107877.3,108367.8,114743.3,118719.5,121825.9,125285.9,130033.4,133161.4,142038.5,153185.8
05000,Arkansas,6,"  Disposable personal income",49482.2,51611.9,54155.5,57152.6,59465.3,63738.7,68139.0,71343.3,75737.3,80292.8,83549.6,83614.3,86836.1,91695.7,98427.8,98053.7,103942.3,107309.6,109951.9,113123.4,118371.3,121026.4,129873.4,139018.0
05000,Arkansas,7,"  Personal consumption expenditures",44420.3,47450.4,50721.0,52962.6,55015.9,57972.8,61486.7,65762.2,69395.4,72798.0,75367.1,74807.9,77758.8,81253.7,83540.4,85290.2,88384.5,91353.2,94391.2,97895.2,101690.3,104158.6,104782.9,118144.1
05000,Arkansas,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38522,38304,37824,38733,40690,40177,41949,43225,43772,44864,46038,46061,48168,49099
05000,Arkansas,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),31233,31387,31053,31197,31466,31578,32268,33204,33844,34970,35921,35953,35422,37754
05000,Arkansas,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,10,"  Per capita personal income 6/",21208,21871,22781,23873,24306,25595,27059,28227,29617,31303,32306,31472,32372,34279,36582,36677,38749,39968,40873,41890,43384,44324,47154,50625
05000,Arkansas,11,"  Per capita disposable personal income 7/",18841,19463,20218,21234,21976,23392,24781,25653,26840,28186,29065,28864,29723,31201,33378,33186,35102,36127,36889,37824,39493,40285,43115,45943
05000,Arkansas,12,"  Per capita personal consumption expenditures (PCE) 8/",16914,17893,18936,19677,20332,21276,22361,23646,24593,25555,26219,25824,26615,27648,28329,28866,29848,30755,31668,32732,33928,34670,34786,39044
05000,Arkansas,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),88.996,87.468,89.517,90.278,90.033,90.190,89.904,89.827,89.845,88.259,87.199,87.720,88.356,89.445
05000,Arkansas,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),83.946,82.275,85.710,88.626,90.033,91.411,92.499,92.625,93.572,93.602,94.451,96.434,98.203,103.417
05000,Arkansas,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
05000,Arkansas,15,"  Total employment (number of jobs)",1445536,1460374,1482449,1482587,1478929,1482035,1505095,1537680,1567682,1582858,1579283,1542944,1541272,1561948,1565142,1569249,1587414,1610805,1629698,1639902,1657951,1664214,1640442,1675644
06000,California,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
06000,California,1,"  Real GDP (millions of chained 2012 dollars) 1/",1468730.8,1574305.9,1696172.4,1692324.1,1722522.4,1789998.5,1850904.5,1926842.1,2002437.4,2041192.2,2061638.8,1995439.7,2036015.0,2063827.5,2113096.4,2179229.0,2256054.7,2357452.9,2427894.6,2538204.0,2644061.2,2729225.8,2667220.9,2874730.8
06000,California,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1539207.5,1501979.6,1559084.1,1619420.1,1686834.4,1694852.2,1779397.6,1889769.0,1966517.8,1976276.1,2010956.5,2108670.2,2250420.2,2332657.6
06000,California,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1240533.2,1212345.9,1244599.8,1268693.6,1291539.4,1315157.1,1355802.4,1403629.5,1460675.2,1478265.7,1513063.9,1571307.1,1486155.4,1611323.6
06000,California,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
06000,California,4,"  Gross domestic product (GDP)",1147520.4,1241899.7,1356975.4,1375761.3,1418429.6,1497918.7,1588177.4,1698560.4,1812210.0,1898902.0,1944695.3,1890165.9,1954092.7,2023500.0,2113096.4,2220389.9,2335286.5,2473555.9,2569634.0,2728743.1,2897200.7,3042694.1,3020173.4,3373240.7
06000,California,5,"  Personal income",959693.5,1030884.7,1135543.4,1173878.6,1190223.8,1243465.5,1318744.3,1394854.9,1503754.4,1572721.4,1594742.5,1540872.6,1614040.8,1715227.0,1827166.9,1857200.9,1980736.8,2125430.3,2218457.8,2318280.9,2431773.9,2567425.6,2790523.5,3006183.9
06000,California,6,"  Disposable personal income",823205.4,871455.6,940093.7,993284.3,1043637.2,1100925.0,1167986.8,1216946.7,1306084.3,1357421.3,1382790.7,1379342.6,1435868.9,1506444.4,1602913.5,1603552.4,1704446.4,1815222.7,1899055.0,1984643.0,2078193.3,2198931.7,2403799.4,2527817.9
06000,California,7,"  Personal consumption expenditures",716811.3,770478.3,838174.0,880192.8,918029.2,968262.3,1034173.3,1106797.6,1177180.9,1247693.8,1286556.7,1245397.5,1290347.2,1345682.2,1400967.9,1443067.6,1511296.2,1581389.3,1651249.0,1738353.6,1833872.8,1917201.3,1848651.7,2082806.8
06000,California,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
06000,California,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42050,40637,41773,43012,44425,44262,46055,48498,50137,50129,50864,53319,56973,59449
06000,California,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),33890,32800,33347,33697,34014,34346,35091,36022,37240,37497,38271,39732,37624,41066
06000,California,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
06000,California,10,"  Per capita personal income 6/",29092,30773,33410,34046,34131,35272,37070,38932,41746,43385,43567,41689,43246,45557,48121,48502,51266,54546,56560,58804,61508,64919,70647,76614
06000,California,11,"  Per capita disposable personal income 7/",24955,26014,27660,28808,29928,31229,32832,33966,36259,37446,37777,37319,38472,40011,42215,41878,44115,46585,48417,50341,52565,55602,60856,64423
06000,California,12,"  Per capita personal consumption expenditures (PCE) 8/",21730,23000,24661,25528,26326,27466,29071,30892,32680,34419,35148,33695,34573,35741,36896,37687,39116,40584,42099,44094,46385,48478,46802,53082
06000,California,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
06000,California,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),109.949,109.211,108.281,108.046,108.473,108.260,108.341,109.260,108.544,110.882,111.896,110.989,111.919,111.797
06000,California,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),103.710,102.726,103.676,106.068,108.473,109.726,111.469,112.664,113.047,117.594,121.203,122.013,124.392,129.261
06000,California,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
06000,California,15,"  Total employment (number of jobs)",18432865,18852334,19228895,19341458,19358164,19478671,19784145,20126877,20505187,20888396,20654292,19837628,19642444,19986021,20666908,21319995,21997098,22687196,23177898,23548985,24078141,24227775,23155486,23906353
08000,Colorado,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,1,"  Real GDP (millions of chained 2012 dollars) 1/",200679.7,215294.6,231589.8,234979.4,235417.3,237782.3,240747.6,251558.4,257430.2,266887.5,270981.4,264966.3,267858.9,271700.6,276823.1,286259.1,298655.3,312409.7,318953.4,329913.3,342733.2,358438.5,353345.2,373763.3
08000,Colorado,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),216435.6,208055.8,214698.7,222534.8,230469.6,239354.9,258427.2,269350.2,272577.8,284013.5,306574.3,317157.4,328502.3,346082.1
08000,Colorado,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),177563.7,177338.0,182970.1,182772.4,184107.0,189499.1,198894.0,208802.8,219237.0,225746.5,239443.8,242286.3,235846.2,260464.8
08000,Colorado,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
